Hotel_ID,Booking_ID,Product_ID,Purchased_Product,Booking_Date,Check_In_Date,Check_Out_Date,Distribution_Channel,Advance_Purchase,Party_Size,Length_of_Stay,Number_of_Rooms,Nightly_Rate,Total_Revenue,Purchased_Rate_Code,Purchased_Room_Type,Merge_Indicator,Arrival_Rate,Rate_Code,Rate_Description,Room_Type,Membership_Status,Enrollment_Date,VIP_Membership_Status,VIP_Enrollment_Date
5,2,4,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,95,Rate 2,Rack Rate - Unrestricted Rate,Double Bed Room 1 Non-Smoking,0,,0,
5,2,5,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,105,Rate 2,Rack Rate - Unrestricted Rate,King Room 1 Non-Smoking,0,,0,
5,2,6,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,105,Rate 2,Rack Rate - Unrestricted Rate,2 Double Beds Room 2 Non-Smoking,0,,0,
5,2,7,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,135,Rate 2,Rack Rate - Unrestricted Rate,Suite 1 Non-Smoking,0,,0,
5,2,8,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,135,Rate 2,Rack Rate - Unrestricted Rate,Suite 2 Non-Smoking,0,,0,
5,2,9,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,105,Rate 6,Accommodation Combined with Frequent Traveler Rewards,King Room 2 Non-Smoking,0,,0,
5,2,10,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,105,Rate 6,Accommodation Combined with Frequent Traveler Rewards,2 Double Beds Room 1 Non-Smoking,0,,0,
5,2,11,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,105,Rate 6,Accommodation Combined with Frequent Traveler Rewards,2 Double Beds Room 3 Non-Smoking,0,,0,
5,2,12,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,105,Rate 6,Accommodation Combined with Frequent Traveler Rewards,Double Bed Room 1 Non-Smoking,0,,0,
5,2,13,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,115,Rate 6,Accommodation Combined with Frequent Traveler Rewards,King Room 1 Non-Smoking,0,,0,
5,2,14,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,115,Rate 6,Accommodation Combined with Frequent Traveler Rewards,2 Double Beds Room 2 Non-Smoking,0,,0,
5,2,15,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,145,Rate 6,Accommodation Combined with Frequent Traveler Rewards,Suite 1 Non-Smoking,0,,0,
5,2,16,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,145,Rate 6,Accommodation Combined with Frequent Traveler Rewards,Suite 2 Non-Smoking,0,,0,
5,2,17,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,115,Rate 3,Rack Rate Combined with Additional Hotel Services,King Room 2 Non-Smoking,0,,0,
5,2,18,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,115,Rate 3,Rack Rate Combined with Additional Hotel Services,2 Double Beds Room 1 Non-Smoking,0,,0,
5,2,19,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,115,Rate 3,Rack Rate Combined with Additional Hotel Services,2 Double Beds Room 3 Non-Smoking,0,,0,
5,2,20,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,115,Rate 3,Rack Rate Combined with Additional Hotel Services,Double Bed Room 1 Non-Smoking,0,,0,
5,2,21,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,125,Rate 3,Rack Rate Combined with Additional Hotel Services,King Room 1 Non-Smoking,0,,0,
5,2,22,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,125,Rate 3,Rack Rate Combined with Additional Hotel Services,2 Double Beds Room 2 Non-Smoking,0,,0,
5,2,23,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,155,Rate 3,Rack Rate Combined with Additional Hotel Services,Suite 1 Non-Smoking,0,,0,
5,2,24,0,20070408,20070408,20070409,WEB,0,1,1,1,95,95,Rate 2,King Room 2 Non-Smoking,1,155,Rate 3,Rack Rate Combined with Additional Hotel Services,Suite 2 Non-Smoking,0,,0,
5,3,1,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,239,Rate 2,Rack Rate - Unrestricted Rate,King Room 2 Non-Smoking,0,,0,
5,3,2,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,239,Rate 2,Rack Rate - Unrestricted Rate,2 Double Beds Room 1 Non-Smoking,0,,0,
5,3,3,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,239,Rate 2,Rack Rate - Unrestricted Rate,2 Double Beds Room 3 Non-Smoking,0,,0,
5,3,4,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,239,Rate 2,Rack Rate - Unrestricted Rate,Double Bed Room 1 Non-Smoking,0,,0,
5,3,5,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,279,Rate 2,Rack Rate - Unrestricted Rate,Suite 2 Non-Smoking,0,,0,
5,3,6,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,279,Rate 2,Rack Rate - Unrestricted Rate,Suite 1 Non-Smoking,0,,0,
5,3,7,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,259,Rate 3,Rack Rate Combined with Additional Hotel Services,King Room 2 Non-Smoking,0,,0,
5,3,8,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,259,Rate 3,Rack Rate Combined with Additional Hotel Services,2 Double Beds Room 1 Non-Smoking,0,,0,
5,3,9,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,259,Rate 3,Rack Rate Combined with Additional Hotel Services,2 Double Beds Room 3 Non-Smoking,0,,0,
5,3,10,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,259,Rate 3,Rack Rate Combined with Additional Hotel Services,Double Bed Room 1 Non-Smoking,0,,0,
5,3,11,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,299,Rate 3,Rack Rate Combined with Additional Hotel Services,Suite 2 Non-Smoking,0,,0,
5,3,12,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,299,Rate 3,Rack Rate Combined with Additional Hotel Services,Suite 1 Non-Smoking,0,,0,
5,3,13,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,249,Rate 6,Accommodation Combined with Frequent Traveler Rewards,King Room 2 Non-Smoking,0,,0,
5,3,14,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,249,Rate 6,Accommodation Combined with Frequent Traveler Rewards,2 Double Beds Room 1 Non-Smoking,0,,0,
5,3,15,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,249,Rate 6,Accommodation Combined with Frequent Traveler Rewards,2 Double Beds Room 3 Non-Smoking,0,,0,
5,3,16,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,249,Rate 6,Accommodation Combined with Frequent Traveler Rewards,Double Bed Room 1 Non-Smoking,0,,0,
5,3,17,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,289,Rate 6,Accommodation Combined with Frequent Traveler Rewards,Suite 2 Non-Smoking,0,,0,
5,3,18,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,289,Rate 6,Accommodation Combined with Frequent Traveler Rewards,Suite 1 Non-Smoking,0,,0,
5,4,1,1,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,239,Rate 2,Rack Rate - Unrestricted Rate,King Room 2 Non-Smoking,0,,0,
5,4,2,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,249,Rate 2,Rack Rate - Unrestricted Rate,King Room 1 Non-Smoking,0,,0,
5,4,3,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,239,Rate 2,Rack Rate - Unrestricted Rate,2 Double Beds Room 1 Non-Smoking,0,,0,
5,4,4,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,239,Rate 2,Rack Rate - Unrestricted Rate,2 Double Beds Room 3 Non-Smoking,0,,0,
5,4,5,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,249,Rate 2,Rack Rate - Unrestricted Rate,2 Double Beds Room 2 Non-Smoking,0,,0,
5,4,6,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,239,Rate 2,Rack Rate - Unrestricted Rate,Double Bed Room 1 Non-Smoking,0,,0,
5,4,7,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,279,Rate 2,Rack Rate - Unrestricted Rate,Suite 2 Non-Smoking,0,,0,
5,4,8,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,279,Rate 2,Rack Rate - Unrestricted Rate,Suite 1 Non-Smoking,0,,0,
5,4,9,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,259,Rate 3,Rack Rate Combined with Additional Hotel Services,King Room 2 Non-Smoking,0,,0,
5,4,10,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,269,Rate 3,Rack Rate Combined with Additional Hotel Services,King Room 1 Non-Smoking,0,,0,
5,4,11,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,259,Rate 3,Rack Rate Combined with Additional Hotel Services,2 Double Beds Room 1 Non-Smoking,0,,0,
5,4,12,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,259,Rate 3,Rack Rate Combined with Additional Hotel Services,2 Double Beds Room 3 Non-Smoking,0,,0,
5,4,13,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,269,Rate 3,Rack Rate Combined with Additional Hotel Services,2 Double Beds Room 2 Non-Smoking,0,,0,
5,4,14,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,259,Rate 3,Rack Rate Combined with Additional Hotel Services,Double Bed Room 1 Non-Smoking,0,,0,
5,4,15,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,299,Rate 3,Rack Rate Combined with Additional Hotel Services,Suite 2 Non-Smoking,0,,0,
5,4,16,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,299,Rate 3,Rack Rate Combined with Additional Hotel Services,Suite 1 Non-Smoking,0,,0,
5,4,17,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,249,Rate 6,Accommodation Combined with Frequent Traveler Rewards,King Room 2 Non-Smoking,0,,0,
5,4,18,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,259,Rate 6,Accommodation Combined with Frequent Traveler Rewards,King Room 1 Non-Smoking,0,,0,
5,4,19,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,249,Rate 6,Accommodation Combined with Frequent Traveler Rewards,2 Double Beds Room 1 Non-Smoking,0,,0,
5,4,20,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,249,Rate 6,Accommodation Combined with Frequent Traveler Rewards,2 Double Beds Room 3 Non-Smoking,0,,0,
5,4,21,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,259,Rate 6,Accommodation Combined with Frequent Traveler Rewards,2 Double Beds Room 2 Non-Smoking,0,,0,
5,4,22,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,249,Rate 6,Accommodation Combined with Frequent Traveler Rewards,Double Bed Room 1 Non-Smoking,0,,0,
5,4,23,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,289,Rate 6,Accommodation Combined with Frequent Traveler Rewards,Suite 2 Non-Smoking,0,,0,
5,4,24,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,289,Rate 6,Accommodation Combined with Frequent Traveler Rewards,Suite 1 Non-Smoking,0,,0,
5,4,25,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,269,Rate 7,Accommodation Combined with In Room Services(wine; flowers; etc.),King Room 2 Non-Smoking,0,,0,
5,4,26,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,279,Rate 7,Accommodation Combined with In Room Services(wine; flowers; etc.),King Room 1 Non-Smoking,0,,0,
5,4,27,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,269,Rate 7,Accommodation Combined with In Room Services(wine; flowers; etc.),2 Double Beds Room 1 Non-Smoking,0,,0,
5,4,28,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,269,Rate 7,Accommodation Combined with In Room Services(wine; flowers; etc.),2 Double Beds Room 3 Non-Smoking,0,,0,
5,4,29,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,279,Rate 7,Accommodation Combined with In Room Services(wine; flowers; etc.),2 Double Beds Room 2 Non-Smoking,0,,0,
5,4,30,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,269,Rate 7,Accommodation Combined with In Room Services(wine; flowers; etc.),Double Bed Room 1 Non-Smoking,0,,0,
5,4,31,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,309,Rate 7,Accommodation Combined with In Room Services(wine; flowers; etc.),Suite 2 Non-Smoking,0,,0,
5,4,32,0,20070410,20070412,20070413,CRO/Hotel,2,1,1,1,159,159,Rate 2,King Room 2 Non-Smoking,1,309,Rate 7,Accommodation Combined with In Room Services(wine; flowers; etc.),Suite 1 Non-Smoking,0,,0,
5,5,1,1,20070412,20070411,20070412,CRO/Hotel,-1,1,1,1,159,159,Rate 2,2 Double Beds Room 3 Non-Smoking,0,,,,,0,,0,
5,6,1,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,249,Rate 2,Rack Rate - Unrestricted Rate,King Room 1 Non-Smoking,0,,0,
5,6,2,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,239,Rate 2,Rack Rate - Unrestricted Rate,2 Double Beds Room 3 Non-Smoking,0,,0,
5,6,3,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,249,Rate 2,Rack Rate - Unrestricted Rate,2 Double Beds Room 2 Non-Smoking,0,,0,
5,6,4,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,239,Rate 2,Rack Rate - Unrestricted Rate,Double Bed Room 1 Non-Smoking,0,,0,
5,6,5,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,279,Rate 2,Rack Rate - Unrestricted Rate,Suite 2 Non-Smoking,0,,0,
5,6,6,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,269,Rate 3,Rack Rate Combined with Additional Hotel Services,King Room 1 Non-Smoking,0,,0,
5,6,7,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,259,Rate 3,Rack Rate Combined with Additional Hotel Services,2 Double Beds Room 3 Non-Smoking,0,,0,
5,6,8,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,269,Rate 3,Rack Rate Combined with Additional Hotel Services,2 Double Beds Room 2 Non-Smoking,0,,0,
5,6,9,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,259,Rate 3,Rack Rate Combined with Additional Hotel Services,Double Bed Room 1 Non-Smoking,0,,0,
5,6,10,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,299,Rate 3,Rack Rate Combined with Additional Hotel Services,Suite 2 Non-Smoking,0,,0,
5,6,11,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,259,Rate 6,Accommodation Combined with Frequent Traveler Rewards,King Room 1 Non-Smoking,0,,0,
5,6,12,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,249,Rate 6,Accommodation Combined with Frequent Traveler Rewards,2 Double Beds Room 3 Non-Smoking,0,,0,
5,6,13,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,259,Rate 6,Accommodation Combined with Frequent Traveler Rewards,2 Double Beds Room 2 Non-Smoking,0,,0,
5,6,14,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,249,Rate 6,Accommodation Combined with Frequent Traveler Rewards,Double Bed Room 1 Non-Smoking,0,,0,
5,6,15,0,20070411,20070411,20070412,CRO/Hotel,0,2,1,1,228,228,Rate 4,2 Double Beds Room 1 Non-Smoking,1,289,Rate 6,Accommodation Combined with Frequent Traveler Rewards,Suite 2 Non-Smoking,0,,0,
5,7,1,1,20070412,20070413,20070415,CRO/Hotel,0,1,2,1,129,258,Rate 2,King Room 2 Non-Smoking,0,,,,,1,20020314,0,
5,8,1,1,20070412,20070412,20070414,CRO/Hotel,0,1,2,1,169,338,Rate 2,King Room 1 Non-Smoking,0,,,,,0,,0,
5,9,1,0,20070412,20070412,20070413,CRO/Hotel,0,1,1,1,99,99,Rate 2,King Room 1 Non-Smoking,1,239,Rate 2,Rack Rate - Unrestricted Rate,King Room 2 Non-Smoking,0,,0,
5,9,2,1,20070412,20070412,20070413,CRO/Hotel,0,1,1,1,99,99,Rate 2,King Room 1 Non-Smoking,1,249,Rate 2,Rack Rate - Unrestricted Rate,King Room 1 Non-Smoking,0,,0,
