Hotel_ID,Booking_ID,Product_ID,Purchased_Product,Booking_Date,Check_In_Date,Check_Out_Date,Distribution_Channel,Advance_Purchase,Party_Size,Length_of_Stay,Number_of_Rooms,Nightly_Rate,Total_Revenue,Purchased_Rate_Code,Purchased_Room_Type,Merge_Indicator,Arrival_Rate,Rate_Code,Rate_Description,Room_Type,Membership_Status,Enrollment_Date,VIP_Membership_Status,VIP_Enrollment_Date
2,2,29,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,135,Rate 4,Discount Rate Less Restricted Than Advance Purchase,King Room 3 Smoking,0,,0,
2,2,30,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,135,Rate 4,Discount Rate Less Restricted Than Advance Purchase,King Room 3 Non-Smoking,0,,0,
2,2,31,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,144,Rate 4,Discount Rate Less Restricted Than Advance Purchase,King Room 1 Smoking,0,,0,
2,2,32,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,144,Rate 4,Discount Rate Less Restricted Than Advance Purchase,King Room 1 Non-Smoking,0,,0,
2,2,33,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,153,Rate 4,Discount Rate Less Restricted Than Advance Purchase,King Room 2 Smoking,0,,0,
2,2,34,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,153,Rate 4,Discount Rate Less Restricted Than Advance Purchase,King Room 2 Non-Smoking,0,,0,
2,2,35,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,135,Rate 4,Discount Rate Less Restricted Than Advance Purchase,2 Queen Beds Room 1 Smoking,0,,0,
2,2,36,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,135,Rate 4,Discount Rate Less Restricted Than Advance Purchase,2 Queen Beds Room 1 Non-Smoking,0,,0,
2,2,37,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,135,Rate 4,Discount Rate Less Restricted Than Advance Purchase,2 Queen Beds Room 2 Smoking,0,,0,
2,2,38,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,135,Rate 4,Discount Rate Less Restricted Than Advance Purchase,2 Queen Beds Room 2 Non-Smoking,0,,0,
2,2,39,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,171,Rate 4,Discount Rate Less Restricted Than Advance Purchase,Suite 1 Smoking,0,,0,
2,2,40,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,171,Rate 4,Discount Rate Less Restricted Than Advance Purchase,Suite 1 Non-Smoking,0,,0,
2,2,41,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,180,Rate 4,Discount Rate Less Restricted Than Advance Purchase,Suite 2 Non-Smoking,0,,0,
2,2,42,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,153,306,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,162,Rate 4,Discount Rate Less Restricted Than Advance Purchase,Standard Room,0,,0,
2,3,1,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,162,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 3 Smoking,0,,0,
2,3,2,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,162,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 3 Non-Smoking,0,,0,
2,3,3,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,172,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 1 Smoking,0,,0,
2,3,4,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,172,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 1 Non-Smoking,0,,0,
2,3,5,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,182,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 2 Smoking,0,,0,
2,3,6,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,162,Rate 3,Accommodation Combined with Frequent Traveler Rewards,2 Queen Beds Room 1 Smoking,0,,0,
2,3,7,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,162,Rate 3,Accommodation Combined with Frequent Traveler Rewards,2 Queen Beds Room 2 Smoking,0,,0,
2,3,8,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,162,Rate 3,Accommodation Combined with Frequent Traveler Rewards,2 Queen Beds Room 2 Non-Smoking,0,,0,
2,3,9,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,202,Rate 3,Accommodation Combined with Frequent Traveler Rewards,Suite 1 Smoking,0,,0,
2,3,10,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,202,Rate 3,Accommodation Combined with Frequent Traveler Rewards,Suite 1 Non-Smoking,0,,0,
2,3,11,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,212,Rate 3,Accommodation Combined with Frequent Traveler Rewards,Suite 2 Non-Smoking,0,,0,
2,3,12,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,192,Rate 3,Accommodation Combined with Frequent Traveler Rewards,Standard Room,0,,0,
2,3,13,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,149.99,Rate 2,Rack Rate - Unrestricted Rate,King Room 3 Smoking,0,,0,
2,3,14,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,149.99,Rate 2,Rack Rate - Unrestricted Rate,King Room 3 Non-Smoking,0,,0,
2,3,15,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,159.99,Rate 2,Rack Rate - Unrestricted Rate,King Room 1 Smoking,0,,0,
2,3,16,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,159.99,Rate 2,Rack Rate - Unrestricted Rate,King Room 1 Non-Smoking,0,,0,
2,3,17,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,169.99,Rate 2,Rack Rate - Unrestricted Rate,King Room 2 Smoking,0,,0,
2,3,18,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,149.99,Rate 2,Rack Rate - Unrestricted Rate,2 Queen Beds Room 1 Smoking,0,,0,
2,3,19,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,149.99,Rate 2,Rack Rate - Unrestricted Rate,2 Queen Beds Room 2 Smoking,0,,0,
2,3,20,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,149.99,Rate 2,Rack Rate - Unrestricted Rate,2 Queen Beds Room 2 Non-Smoking,0,,0,
2,3,21,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,189.99,Rate 2,Rack Rate - Unrestricted Rate,Suite 1 Smoking,0,,0,
2,3,22,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,189.99,Rate 2,Rack Rate - Unrestricted Rate,Suite 1 Non-Smoking,0,,0,
2,3,23,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,199.99,Rate 2,Rack Rate - Unrestricted Rate,Suite 2 Non-Smoking,0,,0,
2,3,24,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,179.99,Rate 2,Rack Rate - Unrestricted Rate,Standard Room,0,,0,
2,3,25,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,135,Rate 4,Discount Rate Less Restricted Than Advance Purchase,King Room 3 Smoking,0,,0,
2,3,26,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,135,Rate 4,Discount Rate Less Restricted Than Advance Purchase,King Room 3 Non-Smoking,0,,0,
2,3,27,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,144,Rate 4,Discount Rate Less Restricted Than Advance Purchase,King Room 1 Smoking,0,,0,
2,3,28,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,144,Rate 4,Discount Rate Less Restricted Than Advance Purchase,King Room 1 Non-Smoking,0,,0,
2,3,29,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,153,Rate 4,Discount Rate Less Restricted Than Advance Purchase,King Room 2 Smoking,0,,0,
2,3,30,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,135,Rate 4,Discount Rate Less Restricted Than Advance Purchase,2 Queen Beds Room 1 Smoking,0,,0,
2,3,31,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,135,Rate 4,Discount Rate Less Restricted Than Advance Purchase,2 Queen Beds Room 2 Smoking,0,,0,
2,3,32,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,135,Rate 4,Discount Rate Less Restricted Than Advance Purchase,2 Queen Beds Room 2 Non-Smoking,0,,0,
2,3,33,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,171,Rate 4,Discount Rate Less Restricted Than Advance Purchase,Suite 1 Smoking,0,,0,
2,3,34,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,171,Rate 4,Discount Rate Less Restricted Than Advance Purchase,Suite 1 Non-Smoking,0,,0,
2,3,35,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,180,Rate 4,Discount Rate Less Restricted Than Advance Purchase,Suite 2 Non-Smoking,0,,0,
2,3,36,0,20070406,20070406,20070408,CRO/Hotel,0,1,2,1,119,238,Rate 5,2 Queen Beds Room 2 Non-Smoking,1,162,Rate 4,Discount Rate Less Restricted Than Advance Purchase,Standard Room,0,,0,
2,4,1,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,162,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 3 Smoking,2,20031215,0,
2,4,2,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,162,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 3 Non-Smoking,2,20031215,0,
2,4,3,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,172,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 1 Non-Smoking,2,20031215,0,
2,4,4,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,182,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 2 Smoking,2,20031215,0,
2,4,5,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,182,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 2 Non-Smoking,2,20031215,0,
2,4,6,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,162,Rate 3,Accommodation Combined with Frequent Traveler Rewards,2 Queen Beds Room 1 Smoking,2,20031215,0,
2,4,7,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,162,Rate 3,Accommodation Combined with Frequent Traveler Rewards,2 Queen Beds Room 2 Smoking,2,20031215,0,
2,4,8,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,162,Rate 3,Accommodation Combined with Frequent Traveler Rewards,2 Queen Beds Room 2 Non-Smoking,2,20031215,0,
2,4,9,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,202,Rate 3,Accommodation Combined with Frequent Traveler Rewards,Suite 1 Smoking,2,20031215,0,
2,4,10,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,202,Rate 3,Accommodation Combined with Frequent Traveler Rewards,Suite 1 Non-Smoking,2,20031215,0,
2,4,11,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,212,Rate 3,Accommodation Combined with Frequent Traveler Rewards,Suite 2 Non-Smoking,2,20031215,0,
2,4,12,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,192,Rate 3,Accommodation Combined with Frequent Traveler Rewards,Standard Room,2,20031215,0,
2,4,13,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,149.99,Rate 2,Rack Rate - Unrestricted Rate,King Room 3 Smoking,2,20031215,0,
2,4,14,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,149.99,Rate 2,Rack Rate - Unrestricted Rate,King Room 3 Non-Smoking,2,20031215,0,
2,4,15,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,159.99,Rate 2,Rack Rate - Unrestricted Rate,King Room 1 Non-Smoking,2,20031215,0,
2,4,16,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,169.99,Rate 2,Rack Rate - Unrestricted Rate,King Room 2 Smoking,2,20031215,0,
2,4,17,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,169.99,Rate 2,Rack Rate - Unrestricted Rate,King Room 2 Non-Smoking,2,20031215,0,
2,4,18,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,149.99,Rate 2,Rack Rate - Unrestricted Rate,2 Queen Beds Room 1 Smoking,2,20031215,0,
2,4,19,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,149.99,Rate 2,Rack Rate - Unrestricted Rate,2 Queen Beds Room 2 Smoking,2,20031215,0,
2,4,20,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,149.99,Rate 2,Rack Rate - Unrestricted Rate,2 Queen Beds Room 2 Non-Smoking,2,20031215,0,
2,4,21,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,189.99,Rate 2,Rack Rate - Unrestricted Rate,Suite 1 Smoking,2,20031215,0,
2,4,22,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,189.99,Rate 2,Rack Rate - Unrestricted Rate,Suite 1 Non-Smoking,2,20031215,0,
2,4,23,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,199.99,Rate 2,Rack Rate - Unrestricted Rate,Suite 2 Non-Smoking,2,20031215,0,
2,4,24,0,20070409,20070409,20070410,CRO/Hotel,0,1,1,1,119,119,Rate 5,2 Queen Beds Room 2 Smoking,1,179.99,Rate 2,Rack Rate - Unrestricted Rate,Standard Room,2,20031215,0,
2,5,1,1,20061206,20070328,20070329,CRO/Hotel,112,1,1,1,135.99,135.99,Rate 5,King Room 1 Smoking,0,,,,,2,20031105,0,
2,6,1,0,20070409,20070411,20070415,CRO/Hotel,2,2,4,1,119.99,479.96,Rate 5,2 Queen Beds Room 2 Smoking,1,162,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 3 Non-Smoking,0,,0,
2,6,2,0,20070409,20070411,20070415,CRO/Hotel,2,2,4,1,119.99,479.96,Rate 5,2 Queen Beds Room 2 Smoking,1,172,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 1 Smoking,0,,0,
2,6,3,0,20070409,20070411,20070415,CRO/Hotel,2,2,4,1,119.99,479.96,Rate 5,2 Queen Beds Room 2 Smoking,1,172,Rate 3,Accommodation Combined with Frequent Traveler Rewards,King Room 1 Non-Smoking,0,,0,
